Category,Data.Carbohydrate,Data.Fiber,Data.Kilocalories,Data.Protein,Data.Sugar Total,Data.Water,Data.Fat.Saturated Fat,Data.Fat.Total Lipid
EGG,-0.706654966,-0.4573698,2.3071651947357887,3.5181982051191616,-0.459118213,-1.734831636,1.4856790475657318,2.0484993315139266
EGG,-0.640677032,-0.4573698,0.7639531679819873,6.239059139419267,-0.163814177,-1.319996261,-0.500685319,-0.623414215
EGG,-0.629619277,-0.4573698,0.9100906705154914,6.757678893157166,-0.142569303,-1.517815796,-0.500685319,-0.623414215
EGG,-0.661686765,-0.4573698,2.6052856999041367,2.2008283197119445,-0.204179488,-1.699692639,2.0810766407649837,2.7695691453465217
EGG,-0.740934005,-0.4573698,-0.206399849,0.17177585253301308,-0.39325904,0.5088583633025412,0.053323411954689814,0.21205317274027913
EGG,-0.744619923,-0.4573698,-0.206399849,0.27209281219764314,-0.392550878,0.4958439201511815,0.040379986015575686,0.18162828608067605
EGG,-0.779267554,-0.4573698,-0.364228352,0.19448912641934446,-0.430083525,0.6233854630345059,0.034660797809920485,0.04897578
EGG,-0.75199176,-0.4573698,-0.28823685,0.25411147037096415,-0.459118213,0.5631936634594676,0.045948669268450315,0.097047101
EGG SUBSTITUTE,-0.676430438,-0.4573698,-0.352537351,0.027925118,-0.232506004,0.582715328,-0.21021076,0.050192775711190296
EGG SUBSTITUTE,-0.770789942,-0.4573698,-0.796795359,0.095118553,-0.413795773,0.8966887692130594,-0.401502555,-0.424435456
EGG SUBSTITUTE,0.009150337,-0.4573698,1.3075846774066218,4.211899445064197,1.0846773848008857,-1.670084781,0.066116333,0.1651988472844903
BUTTER,-0.792168267,-0.4573698,2.9034062050724847,-0.960102296,-0.454869234,-1.211976382,7.230453095,4.309676908055634
CHEESE,-0.66869001,-0.4573698,1.1380651744677572,2.5424738144188446,-0.459118213,-0.982271461,2.1135857105655496,1.037784596681909
CHEESE,-0.716975537,-0.4573698,0.6645796662592047,1.2998684555541355,-0.459118213,-0.419071433,1.9141666481315234,0.8960046248481585
CHEESE FD,-0.525676386,-0.4573698,0.6295066656511639,0.8153186126457339,0.06704699,-0.391741103,1.8235626665577236,0.8710562177872839
CHEESE SPRD,-0.472599164,-0.4573698,0.40737766180023804,0.512474961,-0.459118213,-0.245328617,1.5050941864744027,0.6659924817015584
MILK,-0.615612788,-0.4573698,-1.083224864,-0.717827375,-0.098663163,1.1586044376341722,-0.48307624,-0.614895247
MILK,-0.592022912,-0.4573698,-0.960469362,-0.666722508,-0.459118213,1.0580678642899188,-0.315263217,-0.505365655
MILK,-0.424313637,-0.4573698,-0.504520354,-0.396055995,-0.459118213,0.6132992695922026,0.1902829189848515,-0.16582392
MILK,1.1293008613258788,-0.4573698,0.8048716686913684,2.281271164726035,3.236785133266303,-1.666831171,-0.429947991,-0.582036369
CHEESE,-0.714395395,-0.4573698,1.354348678217343,1.8478261880618783,-0.305446806,-0.851801668,3.2030910637428467,1.5397952265653618
CHEESE,-0.700757497,-0.4573698,0.8399446692994097,1.0017567357960366,-0.279244778,-0.314630527,2.6055864012046683,1.1899090299799249
CHEESE,-0.761575147,-0.4573698,0.2787766595707546,0.7121624937453124,-0.396091694,0.1808943958882776,1.6929243675443386,0.6568650157036774
EGG,-0.735405128,-0.4573698,0.31384966017879545,0.2843958355527392,-0.459118213,-0.142839878,0.5570634889106798,0.7736965804765538
CHEESE SUB,0.078077006,-0.4573698,0.16186665754395135,0.044960073,1.2171039520329046,-0.254764089,0.057838561,0.11773602409550943
CHEESE SAU,-0.592391504,-0.433335643,-0.136253848,-0.062927978,-0.459118213,0.3796900150252964,0.7084714714077598,0.28203041205736645
CHEESE,-0.623721808,-0.4573698,0.8925541702114708,0.9885073260290105,-0.13123867,-0.557349892,2.3638754470393506,1.1984279982446138
CHEESE,-0.688593968,-0.4573698,0.7931806684886884,1.098288149812945,-0.255875399,-0.42395185,2.199223028697596,1.0937663881355792
CHEESE,-0.589442769,-0.4573698,0.89839967,0.999863963,-0.06537951,-0.522536256,2.3352795060110747,1.180173066248852
CHEESE,-0.723978782,-0.4573698,-0.27654585,1.2639057719007776,-0.422293731,0.2573542494025156,0.15280718574253238,-0.199899793
CHEESE,-0.723978782,-0.4573698,1.0386916727449749,1.2639057719007776,-0.424418218,-0.527416673,2.62500154,1.3590713998073185
EGG,-0.755677678,-0.4573698,-0.422683353,0.090386621,-0.459118213,0.6721896248521049,-0.027046233,-0.005180518
EGG,-0.755677678,-0.4573698,-1.013078863,-0.113086457,-0.459118213,1.0853981949077742,-0.500685319,-0.625848206
EGG,-0.506878203,-0.4573698,0.9451636711235323,6.634648659606204,-0.076710109,-1.606964732,-0.500685319,-0.625848206
SOUR CREAM,-0.536365548,-0.4573698,-0.229781849,-0.378074653,-0.437873318,0.5143895016418691,0.8087077699595042,0.23213359793561728
SOUR CREAM,-0.53267963,-0.4573698,-0.492829354,-0.709309897,-0.443538624,0.7453958675785028,0.49264736912066975,0.019159391318395058
SOUR CREAM,-0.219376588,-0.4573698,-0.85525036,-0.747165353,-0.431499852,0.8267361372745008,-0.500685319,-0.625848206
USDA COMMODITY,-0.720661455,-0.4573698,0.36061366098951675,1.5336258993009617,-0.418044752,-0.227433758,1.2451721330226566,0.487702646
YOGURT,-0.517935957,-0.4573698,-1.013078863,-0.675239986,0.072004144,1.0489577540839676,-0.483226745,-0.614895247
